text,label,lang,text_trans
"Windscreen Cover Insurance... A/C බස් එක අැතුලෙ වලියක්. ගෑනියෙක් මිනිහෙක්ට ගහන්න දඟනවා කුඩෙන්. හේතුව මිනිහා ඇඟට හේත්තු වෙලා. ""මගෙ තාත්තට වඩා වයසයි යකෝ තො⁣⁣⁣ට. දෙනවා බලපිය කුඩේ කැඩෙන්න"" මිනිහා -"" ඇත්තට. කුඩේට පාරක් ගහගනින් ගෑණියෙ...."" ගෑණි ගත්තා කුඩේ. දමලා ගැහුවා මිනිහට",1,si,"Windscreen Cover Insurance... there's a hole in the A/C bus, a woman is hitting a man with her fist, because he's got it all on his back."
කෙරි බල්ලා අවුට් වෙයන් මූශලයා,1,si,"The dog is out, the mouse."
"ඩී.ඒ.රාජපක්ෂ පිලිරැව සෑදීම හිරේ දාන්න තරම් වරදක්නම් ඩඩ්ලි ඩී එස්, ජේ ආර්, බංඩාරනායක, ඇන් එම්, ආර් පේමදාස,හොරගොල්ල සමාධ්ය කදිරගාමර් මෙකී නොකී පිලිම ගැනත් පරීක්ෂන පවත්වා ඒ සෑදූ අයටත් පොදු දේපල නඩු නැත්තේ ඇයි. මේව විහිලු. වෛරයට කරන මෝඩ වැඩ.බොහෝ දුරට කරන අයට ඉදිරියේදී සම්මාන ලැබෙයි.",0,si,"If it's a crime to put Dudley D.S., J.R., Bhandarainaika, ANM, R.R.Pedasa, the media outlet, and the media outlet, why don't they file a civil suit against the people who built them?"
මිරිස් වතුර පැකට් ගහන්නද,0,si,- Can I get some water?
ඉස්සර මේකේ සිංහල Tweet දකින්න පට්ට ගේමක් දෙන්න උනා දැන් ඒකට,0,si,I used to have to play a great game to see this tweet.
සෝදමු තව සෝදමූ.වලව්වෙ බේබිලාගෙ කුණු රෙදි,1,si,Let's get some more laundry.
"පොරක් කඩේ ගාව නබී තුමාට හිටපු ගෑණු ගැන ලෙක්චර් එකක් දෙන්න ගත්තා. පස්සේ එතන හිටපු අයියා කෙනෙක් ඇවිත් කීවා "" උඹ නබී තුමාගේ ගෑණු ගැන හොයන්න කලින් උඹේ ගෑණි ගාර්මන්ට් එකේ සුපර්වයිසර්ට අල්ලන එක නවත්තගන්න බලපන් කියලා"" අරූ නොක්අවුට්",1,si,"He went to a bar and gave a lecture about his wife, and then a brother came up and said, ""Before you find out about Nabi's wife, stop hitting on your wife's supervisor in the wardrobe""."
ඔය කියන ගොන් කතා මේ රටේ පිළිගන්නේ ජනමාධ්‍යත් මේ රජයත් විතරයි මහජනතාව පිළිගන්නේ නෑ,0,si,You're the only one in this country who accepts this nonsense.
මේ මූසල බස් කාරයො උදේ පාන්දර යකා අවුස්සනවා. ගොන් කසඩ සින්දු කණ පැලෙන්න දානවා. මේ වගේ ගොන්නු තමයි දේසපාලු හැත්ත කියන ගොන් කතා වලටත් පසඟ පිහිටුවා වඳින්නේ. නොදකින් කිසි නියාමනයක් නැති මෙහෙව් රටක්,1,si,"These stupid bus drivers wake up in the morning, and the fools are playing the dirty songs, and the fools are the ones who are behind the fools' stories called the Decepticons, a country that is unregulated."
දැන් අර මහින්දානන්දයා කිව්වා නේද එහෙම නෑ කියලා???? වැඩේ ඉතිං නාවලපිටියේ ඉන්න හරක් ඕව පිලිගන්නවනේ....,1,si,"Now that man said no, the cows in the marina would welcome them."
අන්ත සහ අනන්ත සිදුවීමක් ලෙස දෙරට වැසි දකිති.....,0,si,Rain is seen as an extreme and endless event...
ඔය වගේ තරුණයන් කොයි තරන්නම් මේ රටේ සිටිනු ඇතිද....කාගෙද මේ වරද නොතේරේ.,0,si,How many young people like you are in this country who don't understand this crime.
Respect sir.. කාලකණ්ණි අතරින් නැගී ආ මිනිසෙක් URL,0,si,"Respect sir, a man who rose from the dead"
පිංගොනා අහනෝ තෝ වැස්සි ඔන්ලයින් ඩ කියල යාලුවට කියන්න..,1,si,"Pingo, tell your friend to call you Vassi online."
"පැය 48 කියා සිටි කණ්ඩායම ජයග්‍රහණය! අන්න නවත්තලා. අපි ගැන හිතලා ලු. අනේ යකෝ. මාට්ටු වෙච්ච හින්දා දැන් බයිලා ගහන්න එනවා. Dinidu de Alwis · 24 May 2021 හොරෙන් කරන්නට ගොස් වැඩේ ලීක් වී හත් පොලේ ගා ගැනිමෙන් පසු, පොර සේ වේදිකාවට පැමිණ Land Cruiser ආනයනය නතර කිරීමට ජනපති මැදුරට සෙට් එක බස්සා බණ දෙසුමට ලොක්කා කොච්චර වෙලාවක් ගනීද? ජෙප්පන්ට රිදෙන්න RT කරන්න. Show this poll",1,si,"The team that called 48 hours victory! Stop. Think about us. Oh, come on. The Martu is now coming to the ballot. Dinidu de Alwis · 24 May 2021 After a robbery and a leak and seven ground breaking, the boss will take a long time to get to the stage and stop the Land Cruiser from importing into the presidential palace."
ෆල ෆල නාකියො තෝ මට වඩා වයසයි,1,si,"You're older than me, old man."
බිජ්ජ තමා අපිට කොයින්ද බිජ්ජො කෑලි,1,si,The egg is the only egg we have.
ආ දැන් වැඩ කරන්නනෙ CIA ඵකත් ඵක්ක වගේ. බොහොම හොදයි. ඇමරිකන් බිතිය නැති වෙලා වගෙ. දැන් සුද්දො හොදයි නේද .,0,si,"Well, it's like the CIA is working, so good, like the American fear is gone, white people are fine."
තෝ බැලුවද හුත්තෝ පොන්නයා කවුද කියලා.. චීත්ත වැඩ කරන්නැතුව පලයං පකයො... Bathiya weerasekara · 27 Jan 2020 පොන්නයා කවුද කියන එකනම් අපිටත් හොඳට පේනවා.. twitter.com/NiMsArA_/statu…,1,si,"You've seen who the fuck is, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're not working, you're"
කව්ද යකො වේසි,1,si,Who the fuck is that bitch?
අනිවා...ඒකි තවම පාරමිතා සම්පුර්ණ කරනවා වගේ බම්..කමක් නැ එතකං ඉන්නවා..,0,si,"Sure, she's still doing her homework."
"අන්තරෙත් ඔහොම තමා යකෝ...අන්තරේ රන්කරවන දේශපාලන පක්ශ වලට විශ්ව විද්‍යාල වල උන් නාකිවුනත්,එකෙක් මැරුණත් ගාණක් නෑ...එකෙක් මැරුණොත් උන්ට ඒක හෙන ජයග්‍රහණයක්...අවුරුදෙන් අවුරුදට මැරුණ එකා මාකට් කරන්න පුලුවන්...",0,si,"And by the way, the political parties inside the university are getting old, and no one dies, and if one dies, they can sell the dead one year after year."
අපේ අය බල්ලන්ට පන වගේ ආදරේලු. නිකන් අහන්කෝ ඒ එක්කෙනෙක්ගෙන් වල් බල්ලෙක් ඉන්නවා හදනවද කියලා? ඊයා පිස්සුද අනේ. උන්ව හදලා වැඩක් තියේද තමා ans එක,0,si,"We love dogs like we love dogs, but if you're gonna make a wild dog out of one of them, he's crazy."
"""බොක්ක අපිරිසිදු උනාට කමක් නෑ බෙලෙක්කෙ පිරිසිදුව තියාගන්න බලන්න"" බොක්ක එලියට නොපෙනුණත් බෙලෙක්කෙ හොදට පට්ට පජාත ........",0,si,"""It's okay to be dirty, but keep the beak clean""."
ඒක පට්ට.. 𝗛𝗜₦₵𝗛𝗜 ♡ · 30 May 2019 අයින් වෙන්න අයින් වෙන්න,0,si,"That's great, get out of here."
මේ වෙන දේවල් හැටියට රටේ නම වෙනස් කරනවා නම් අපිටත් හොදයි. ඇයි යකෝ බංගලියෝ හිටන් නෝන්ඩි කරනවා දැන්,0,si,We'd better change the name of the country as things go on.
චී... ලැජ්ජයි. තමන්ගේ පක්ෂ ලාංඡනය මරං කන සක්කිලි රටක් ඉතිරි කරයි ද?,1,si,"Chi, you're embarrassed, you're gonna kill your own party logo and leave a country of cockroaches?"
පවුල් ආරවුල් ඇතිකරන්නද හදන්නෙ බොල,0,si,Are you trying to cause family quarrels?
URL හොරු රෙද්ද අස්සේ තියාගෙන නීතිය ගැන කතා කරන්න ලැජ්ජා නැද්ද? Harsha jayamal · 20 Nov 2017 ගින්තොටට නීතිය දැඩි කරන්න කලින් නරකද දුෂීතයන්ට නීතිය දැඩි කරා නම් අගමැතිතුමෝ හොරු රෙද්ද අස්සේ තියාගෙන නිතීය ගැන කතා කරන්න ලැජ්ජා නැද්ද?,1,si,"Harsha jayamal · 20 Nov 2017 If the law had been tightened before the law was tightened, would the Prime Minister not be ashamed to talk about the law while he is shitting the URLs?"
"හැම දරුවම අම්මට ආදරෙයි.. මොකද දරුවො මොන බලු,සක්කිලි,පහත් වැඩක් කරත් අම්මගේ ආදරේ වෙනස් නොකරන නිසා..",0,si,"Every child loves their mother because no matter what their dog, dog, or little thing they do, they don't change their mother's love."
"Z Score එක වැඩි කාලකන්නි හැත්ත Azzam Ameen · 21 Jun 2017 university students, 6 policemen hospitalized after STF chased away university students who entered Health Ministry forcibly",1,si,"Z Score is higher than Azzam Ameen · 21 Jun 2017 university students, 6 policemen hospitalized after STF chased away university students who entered the Ministry of Health forcibly"
"පට්ට = සුපිරි උත්තිය = කුමරයෙක්ගෙ නමක් ස්වාරාදේශයට යෙදිම පට්ට + උත්තිය පට්ට්+(අ+උ)+ත්තිය පට්ට්+(ඔ)+ත්තිය පට්+(ට්+ඔ)+ත්තිය පට්+ටො+ත්තිය පට්ටොත්තිය පරිණාමය වීමේදි ""ය"" අග පිහිටා අැති හෙයින් හැලියාම පට්ටොත්ති පට්ටොත්ති = සුපිරි කුමරයෙක්ගෙ නමක් ිනොදන්නකඩ්ඩ",0,si,The name of a prince is a sub-sovereign title. The name of a prince is a sub-sovereign title.
කොහෙන්ද ඩෑලෙකක් පහත්වෙලා නොදකින්..*කැරියා.. *හුත්තටත් වදිනවා මූසලයා කියලා බැනලා එලෙව්වලු නේ.. පෟ නේද?,1,si,Where's a dolphin coming down and hitting the back of the head and calling it a mouse?
"WTF පවී ,, බෝඩ් උස්සගෙන කරන්නේ.. දැන් ඇමරිකන් අය ෂෝයිද ..",0,si,"WTF, you're picking up the boards, and now the Americans are shouting..."
", අසාම් අමීන් ඉල්ලා අස්වීමේ ලිපිය දුන්නේ 2020 ජනවාරි පළවෙනිදා. BBC ඒක පිළිගත්තේ නැහැ ජනවාරි 20 විතර රන්ජන්ගේ කේස් එක වෙනකං. ඊට පස්සේ තමයි ඒක පිළිගත්තේ. මේවා අපි දන්න නිසා හොඳයි. කොච්චර නම් අපි නොදන්න බොරු කියනවා ඇතිද තොපි. සක්කිලි පලදෙනවා ඕවා.",1,si,"Assam Amin gave his resignation letter on January 1, 2020 and the BBC didn't accept it until after the Ranjhan case on January 20, which is good because we know that you're lying and you're giving us the wrongs."
"Lanka News Alert – පිස්සා ,ඔල්මාදකාරයා….. පැවසීම යහපාලනයයි !(Video) URL via",0,si,"The maniac is a good man, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's crazy, he's"
ඇෆ්ගො අපිත් එක්ක විතරයි අමාරු උනේ. අනිත් මැච් ටිකම ලගටම ආව.. අඩේ.. සිරාවටම ටෙස්ට් වරම් ලැබෙන් ඕන,0,si,"Afgo was just having a hard time with us, the rest of the games came close, man, we really need to get the test results."
Fb වොල් එකේ උඩ පහල යන එක පට්ට බෝරින්.එත් twitter වොල් එකේ උඩ පහල යන එක පට්ට ආතල්.love you twitter,0,si,"It's boring to go down the FBI wall, but it's fun to go down the Twitter wall."
: නාන්න ඕන කීවනෙ..නානව ඉතින්.. : ක්‍රිස්මස් එනවනෙ..අනේ අපි රැවුලක් දාමුකො.. : බටූස් තමුසෙට රිදෙන්න දෙකක් දෙනව හරී.. : අනේ අනේ අදට විතරනේ.. : ක්‍රිස්මස් කේක් එක කියල කනව දැනගන්නව.. : හා හා : මෙන්න මෙහෙ එනව.. මගෙ මෝඩ බූරුව වර්තමානයේ දකින හීනෙක අනාගත ෆොටෝකොපියක්,0,si,"I said, ""I need a bath, so Christmas is coming, so let's shave, butus will give you two to hurt, please eat the Christmas cake for today, and here comes my stupid bitch, a future photo of a dream she's seeing now."
░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓░▒▓ පුල්ලි ගොනා පුරුදුකාරයා මම ජෙමා කරත්තකාරයා අහල තියෙනවනේ මේකෙ මේ ජෙමා... URL,0,si,I heard the jammer's name.
තොට මම ඇමතුම් කීයක් ගන්න ඇතිද,0,si,How many calls have I made?
නොදකින් මෙතන බොරැ ලැජ්ජාව,0,si,The hell is the false shame here.
"ඇයි පාතාල නායලයොන්ගේ වයිපර්? දැන් බලන්න, ඔච්චර සල්ලි තිබිලත්, පෝට රීකෝ වගේ රටකින් සුරංගනාවියෝ වගේ කෙල්ලො තියාගන්න හැකියාවක් තිබිලත්, අපේ රටේ තවත් බැදපු කෙල්ලෙක්ව දෙවනි ගෑණි විදිහට තියන් ඉදල තියෙන්නේ මධූශ්? ඒ ගෑණු කෙනාගේ මොන power එකක්ද මධූශ්ව නම්ම ගත්‍ත එකම.",0,si,"Now, look, with all the money and the ability to keep fairy girls in a country like Puerto Rico, there's another married girl in our country, Madhuz, who's the second woman?"
මං : මොකෝ ? ඌ : බොන්නවත් සල්ලි නෑ අයියේ මං : යකෝ තොට නාන්න සල්ලි තියනවා නේද ඌ : ඔව් ඉතින් නාන්න විතරයි බොන්න නෑ,0,si,"He doesn't even have the money to drink, brother."
""" රටක් සංවර්ධනය කරද්දි මේ වගේ කැපකීරිම් කරන්න සිදුවෙනවා "" වගේ හෙන දාර්ෂණික ටෝක් සහිත පෝස්ට් බයියන් තුලින් වැටීමට නියමිතයි ! Prasad Welikumbura · 17 Jul 2020 This building demolished for expanding the road is King 2nd Buwanekabahu's King's Court which believed to be constructed in the 13th century. So much for protecting our heritage.",0,si,Prasad Welikumbura · 17 Jul 2020 This building demolished for expanding the road is King 2nd Buwanekabahu's King's Court which was believed to be built in the 13th century. So much for protecting our heritage.
Curfew දැම්මනම් ඔය මොන ලබ්බක්වත් නෑනෙ යකෝ...එලියට බහින හැම එකාම කස්ටඩි හන්න ෆෝසස්වලට පවර් එක දුන්නම හරිනෙ,0,si,"If you put the curfew on, you'll have no problem, and everyone who comes out can just put the power on the Fossus."
"හැම අයෙක්ටම ඇප් දාගන්නපුලුවන් පෝන්නෑ, සමහර පෝන් වලට ඇප් දාගන්නබෑ, සහර අය දන්නේනෑ, ඒක වයසක අයටත් ඒ කියන්නේ අපි වගේ අයටත් සුදුසු එකම විදිය තමයි ඔය කාඩ්බෝඩ් කෑල්ල පෙන්නන එක තමයි, ඒක අපිට ලේසියි ඔයාවගේ පොෂ් කොල්ලන්ට ඉතින් අමාරුයි, නමුත් වයසක අයටත් තරුණ ලස්සන කැත කොරෝනාට නම්එකයි.",0,si,"Not everyone has an app, some phones don't, and the average person doesn't know, and the only way to show it to the old and the like is to show the cardboard, which is easy for us, so hard for your shitty boys, but it's also hard for the old and the ugly young Corona."
"Mr අරුන්දික, මොනවද ඕයී තමුසෙ කියවන්නෙ ඔය ාදපිටිය",1,si,"Mr. Arundik, what are you talking about, that little bitch?"
"මෙවුන්ට මෙහෙම තමා කියන්න ඔනෑ. කන එකයි, බොනඑකයි , රෙන එකයි හැම එකම Photo ගහලා දාලා අන්තිමට කෙලවගෙන වැලලෙන්න හදනවා ‌ ‌ ‌  · 10 Dec 2021 හුත්තියනේ sm එකේ 4to දාද්දී පරිස්සම් වෙයන් , සත්තු වගේ මිනිස්සු හැමතැනම",1,si,"I don't want to tell them this. Eating, drinking, drinking, all of them are gonna get all screwed up and finally get fucked up."
"පලයන් අපතය, ලයියා මාව ෆෝකස් කරල ගත්තේ උඹ මාව බොඳ කරල දැම්මේ",1,si,"Get out of here, you son of a bitch. Leah got me focused. You made me fat."
යාන්තම් කොවිඩ් රැල්ල 2 අඩුවෙන ලකුණු එන කොට මේ කාලකන්නි සෙට් එක අර සජිත් සජබෙත් එක්ක දැම්මා බුද්ධිය අභාවයට ගිය ගුරු-ගුරුවරියන් පාරට! අද මේ රට විදින්නේ එකේ විපාක තමයි! දැන් මැරෙන හැම මිනියක්ම මුන්ගේ අමනුස්ස කමින් වුන දෙයක් - මේ හැත්ත ට ඩොලර් දීලා මේවා කරවන උන්ට හෙණම ගහන්න ඕනේ,1,si,"When the second wave of COVID-19 came down, this shit set of guys, along with Sajid Saheb, was thrown in the streets of the dead teachers, and this country is going to suffer the consequences of that."
................... කවදාද ................... සඳ සැමදා තරු ආවත්......දිලෙන්නේ මල පිපිදා හැම දාමත්....පෙනෙන්නේ ගඟ කිසිදා ගල තිබුනත්......ගලන්නේ නුඹ කවදා පෙම බලවත්.....කරන්නේ,0,si,"When the moon comes out every day, the stars blow up every day, the river never has a stone, the sky opens when you make love strong"
ටහුඩු යකෝ මේක :09 views,0,si,This is a fucking thing.
සංචරන සීමා දැමීම නතර කරන්න. දොස්තරල සහ pHI රටට කරන්නෙ මහ විනාශයක්. සර් අපිට මාස 3 ක් වැඩ නැහැ. දැන් කන්නත් නැහැ. අපි සති පොලේ බඩු විකුනල ජීවත් වෙන්නෙ.,0,si,"Stop the traffic restrictions, doctors and PHI are devastating the country, sir we've been out of work for three months, we're out of food, we're living off the streets."
"මෙලෝ රහක් නැති ඉන්දියන් පඩංගු වලට වහ වැටිලා ගොබ්බ සංකෘතියක් හදාගෙන එක එකාට බැනගෙන,,, ඉරිසියා කරගෙන ...වගේ වගක් නැතුව කොට්ට පුක අස්සෙ ගහගෙන දෙමාපියන්ගෙ දේපලෙන් කකා බිබී පුක උඩ දාගෙන පෝන් ඔබ ඔබා හිටපල්ලා... ඒ ඇති...",1,si,"You're stuck in a dark Indian trap, you're a foolish culture, you're a foolish person, you're jealous, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit of a jerk, you're a little bit"
ඇයි බං මේ වගේ ගොන් බිජ්ජෝ වෙනුවෙන් කාලය නාස්ති කරන්නේ? ඔය seen එක ඔප්පු උනත් නැතත් මුන්ගේ මතය වෙනස් කරන්නේ නෑ.,1,si,Why waste your time on such a foolish little Bjogo?
මේ උවදුරෙන් රට ආරක්ෂා කරගන්න තිබුන මන්ද අපේ රට දූපතක් නිසා. ඒත් ඒක වැලකී ගියා අමන තීරණ නිසා අපේ රටට ඇතුළු වෙන්න තියෙන්නෙ දොරටු දෙකයි ඒක හරිහැටි මෙහෙයවූයේ නම් මේ විනාශයෙන් ආරක්ෂා වෙන්න තිබුන,0,si,"This trap could have protected the country because our country is an island, but it was avoided because of these decisions, and we have two gates to enter our country."
"vikalpavoices අධික තන්හාව,බලයට ඇති කෑදරකම මිනිසුන්ව පිස්සු වට්ටන බවට කදිම උදාහරණයකි දූෂිත, බල ලෝභී මහින්ද රාජපක්ෂP… හේතුහාමි සරණපාල · 11 Aug 2015 අධික තන්හාව,බලයට ඇති කෑදරකම මිනිසුන්ව පිස්සු වට්ටන බවට කදිම උදාහරණයකි දූෂිත, බල ලෝභී මහින්ද රාජපක්ෂ@PresRajapaksa",0,si,"Vikalpavoices The greed for power drives people crazy is a perfect example of how the greed for power drives people crazy corrupt, power-hungry Mahinda Rajapaksa"
Online බැලුව ලබ්බක් යකෝ 20mb ඒවා බලන්නෙ :v,1,si,The online view is 20mb.
"”හිරු කිව්වත් සල්ලි, හිරුට මිස් කෝල් ගැහුවත් සල්ලි”. මොන ජීවිත ද අයිසෙ මේ?",0,si,"The money, the sun, the money, the money, the money."
නොච්චියාගම මොරවක කන්දේ හත් දරු මවකගේ (73) කිරි හරකා මස් කඩයට විකුණා ඇතැයි දැනගත් පසු ඇය හඬා ව... URL,0,si,"A mother of seven (73) children in Mount Notshigama, Mourawak, was sold to a beef shop and cried..."
වැට මුල්ලෙන් පතිත වූ ගෙම්බා දිවි දෙනක වී ශාප කල අතර එහිදී ඇය වියෝවෙන් මේ හැතිරි මතු යම් ආත්මෙක ගෙම්බියක් වෙලා යෝධ කන්ඩිය වැවේම ඉපදේවා කියලා වැටේ ලී කා සාප කොට පලා ගියේය. ( යෝධ කන්ඩියේ ලංකාවේ දුර්ලබ කිඹුල් විශේෂ ඉන්නෝ ),1,si,"The frog that fell from the fence survived and cursed, and when she was told by her husband that a spirit would be born in the lake of giant bears, Lee Ka-ho ran away and cursed."
පක තමයි ජය ගන්නෙ. අනේ හුත්තිගෙ පකයෝ හැමිනෙන්නෙ නැතුව හිටපන්.,1,si,"The fuck is winning, please don't let the fuckin' fuckin' fuckin' fuckin' laugh."
ඔව් ඉන් පොඩ්ඩක් මෝඩ නිසා තමයි උඹලා වගේ පන්ඩිත පකීර්ලව ෆලෝ කරන්නේ,1,si,"Yeah, it's a little silly to follow academic bozos like you."
යකෝ කභීර්සිංඝ් ඉඳලා ඉතියෙන්නේ අපි එක්කනේ බොලව් වාව්,0,si,"The bastard from Kabir Singh is staying with us, Blow Wow."
"වහලුන්ටයි,බය්යන්ටයි, රිදෙන පොරකාසයක් මේක...!!!",0,si,"For slaves and for the poor, this is a painful mess."
පට්ට ලස්සන පොටෝ ටිකක් තිබුනා fb එකේ තිබුනා,0,si,There were some really nice photos on the FB.
එන්නත් කිරීම ගැන දෙපාරක් හිතන්න ඕනේ මන්ද මෙයත් එක්තරා කුමන්ත්‍රණය විය හැකි නිසා,0,si,"You should think twice about getting a shot, because this could be a conspiracy."
අපෙ අම්මා ඉතා සුදුයි අපෙ අප්පා ටිකක් කලුයි අපෙ මල්ලී හෙන ගොබ්බයි අපෙ බල්ලා වෛවර්ණයි,1,si,"My mom is very white, my mom is a little black, my brother is a little crazy, my dog is a little wild."
Awwwwww I love this. පිටිපස්සෙන් ඉන්න නිසා පොඩ්ඩක් කැත වෙලා. ියා · 17 Dec 2017 අඩේ this is nice Thankx for the click. චූටි කෝමද මේක,0,si,Awwwwwww I love this. It's a little ugly from the back.
ඔක්කොම කටට දාගන වගේ නේ The following media includes potentially sensitive content. Change settings View,0,si,The following media includes potentially sensitive content.
"So , is that Gotha responsible for it , crazy , හරියට ගෑස් ලිපක් අරගෙන පාවිච්චි කරපන් බූරුවො එතකොට ඕක පුපුරක් නැතුව ඇයි හැමදේටම රජය තමයි වගකියන්න ඕනේ අනේද කියන්නේ මුන් නම් පුත්තලම් බූරුවො ජාතියක් මේ ලංකාවේ ඉන්නේ",1,si,"So, is that Gotha responsible for it, crazy, like taking a gas bill and using it as a bomb?"
අපෙ සාප වගෙ තමා උන්ගෙ සාපෙ රෝහිත් කෝලී උන් හෙන ඇටිටියුඩ් එකෙ ඉන්නෙ උන් ඉන්නකොට ටීම් එකත් හෙන ඔලුවෙන් ඉතිබ්,1,si,"They're in the lobby, and the team is in the lobby."
මාතර අහස අයින් කරා නම් හෙනම වල් කවියක් P I N K Z♡ · 6 Oct 2018 මාතර අහස... . . . ඔයා නෝටියා... . . තෙමුවා නේද මාව.... . . වල් කොල්ලා . . කමන්නෑහ්.. මගේනෙ,0,si,"If you've taken away the sky of Mars, you've got a wild poem, and you've got a little bit of a wet nose, and you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're not gonna eat me, you're gonna eat me, you're gonna eat me, you're gonna eat me, you're gonna eat me,"
කලවා ප්‍රදේශයෙන් යන්ත්‍රයට සංඥා නිකුත් වූ නිසා CNN නිවේදිකාවට ආරක්ෂකයින් කල කැත වැඩේ සම්පූර්ණ ලිපිය මෙතනින්... URL,0,si,"The police have been sending a signal to the machine from the Kalawa area to CNN, so the whole story is here..."
බස් පයිය මොනවගේද අයියා,1,si,"What's the bus like, brother?"
කෙල්ලෙක් හිනාවෙලා අතල් එකේ ඉන්නකොට එකිට බඩුව කියන්න එපා බං,0,si,Don't tell a girl a thing when she's smiling and holding her hand.
"මේ හරකුන්ගෙන්, අලාභය හා දඩ මුදලක් අය කොරන්ට..! ජනතා පරමාධිපත්‍ය විනාශ කරපු එවුන්ට රටේ සාමාන්‍ය නීතියෙන් දඩුවම් ලබාදිය යුතුයි..!!! මේවා වහල් හිකනලුන්ගේ මහරජාගේ මෝඩ චුන්..!!!",1,si,"These cows, the losers and the fines, the people who have destroyed the dictatorship must be punished by the common law of the country, these are the stupid actions of the slave-hunting king!"
හිතං ඉන්නේ හෙන කෑල්ල කියලා ගොං බඩ්ඩ... ැදියන් ්දගෙනමැරියං,1,si,"I think you're the piece of shit, you stupid bastard... and you're gonna die."
කොටින්ට ආයුධ දුන්නත් ඒ ආයුධ වලින් හමුදාවේ දහස් ගනනක් ඝාතනය වුනත් සම-හරක් එජාපයේ එවුන්ට නම් ඒකම තමයි! ඒකට ෆොන්සේකා! ඇමති කට්ටක් දුන්නොත් සූප්පු කර කර හිඳිවි ලබ්බ බහිනකම්,0,si,"If you give a tiger a gun, it kills thousands of troops, and some of the other troops are the same."
"පට්ටි ගොන්නු තුන්දෙනෙක් කැගැහුව මතකයි ඉන්දියාවෙන් කොවිඩ් මර්දන පාඩම් ඉගෙන ගන්න කියල. ඔන්න පාඩම ඉගෙනගනිල්ල. එකෙක් ඩොකෙක් තව.නොදකින් මුන්ට විලි ලජ්ජා නැති හැටි. Reuters · 11 May 2021 Doctors in India are warning against the practice of using cow dung in the belief it will ward off COVID-19, saying there is no scientific evidence for its effectivenessthat it risks spreading other diseases URL",0,si,"Three of the cows in the field have been called to learn lessons from India about COVID-19 suppression. Here's the lesson. One doctor and another in nine years, they're not ashamed of their cows."
යකෝ මෙහෙමත් වැඩසටහන් තියනවනේ පාර්ලිමේන්තු යන සහ යන්න ඉන්න බහුතරයක් ගොන්නුන්ට,1,si,There are still programs for the majority of the people who go and go to parliament.
අනේ යකෝ..උඹ තාම ඉස්කෝලෙ යනවා නේද. ඒකි ඉස්කෝලෙ ගිහින් ඉවරවෙලා අවුරුදු 6ක් විතර වෙනවා,0,si,"Oh, my God, you're still in school, and she's been out of school for about six years."
ඒකි: අඩෝ දන්සැල් වඳින්න යන්ද? මං: මං මේ මඤ්ඤොක්ක දන්සැලක් වඳින ගමං රීගල් එක ගාව. ගවුමක් දීල තොපේ ගර්ල්ස් හොස්ටල් එකේ මාව තියාගන්නව නම් යං ඒකි: ගවුමක් ඕන් නෑ කලිසන් කොටයක් ඇන්දුවා නම් හරි.. මං: හරියන් නෑ බං මං... URL,0,si,"I've got this little townhouse that's a little bit of a mess, and if you give me a townhouse and you put me in your girls' hostel, I'll go."
අයියෝ නම කියන්න බය ද ඇවිත් වෙඩි තියයි කියලා? ලු...රෙද්ද!,0,si,Are you afraid to say your name and shoot?
"පිස්සු හැදෙනව මේකට,",0,si,I'm going crazy about this.
"ඇයි බොල වාව් කියන්නෙ මන් හිතන්නේ මමනේ මුලින්ම අදුර ගත්තේ ""අම්මටසිරි චේත්‍යානේ"" remember",0,si,"I think I was the first to know about the ""Ammetziri"" plane."
එක එක මිනිස්සුන්ගෙ රසාස්වාදයන් හෙන වෙනස් නෙහ්.මැරෙන තරම් මහන්සි වෙලා ඔලුව නිදහසෙ තියාගන්න ඕන වෙලාවක තඩි TV එකක යන මලවිකාර ජවුසමක් බලාගෙන පට්ට ඝෝශාකාරි සංගීතයක් අහගෙන පැය 4/5ක් බස් එකක යන්න පුලුවන් තරම් ඉවසීමක් මට නම් නෑ,0,si,I don't have the patience to go on a four and a half hour bus ride to watch a heavy TV and listen to loud music.
රෑට ෂරියා දවල්ට බැටිකලෝ්,0,si,"Sharia at night, and the day after, the Batticoll."
